P_cname,data_type,p_affliation,p_description,p_eduction,p_gender,p_id,p_image,p_interest,p_languages,p_location,p_name,p_profession,p_specialties,s_add_post,s_add_state,s_add_street,s_add_suburb,s_address,s_afterhours,s_bulkbilled,s_clinic_name,s_description,s_id,s_mobile,s_opening_hours,s_phone,s_specialties,s_website
,Practice,,,,,,,,,,,,,6149,WA,,Bull Creek,"3 / 3 / 79 Wheatley Drive, Bull Creek, WA, 6149",false,false,TCM Health Care,"TCM is Traditional Chinese Medicine, it is a philosophy that holistically improve you health and wellbeing. Our experienced, Australian Medical Board Accredited Chinese Medicine practitioners offer a wide range of quality Chinese Medicine health services.Our female practitioners Kimberley and Helen have keen interest in women's health and well being:&nbsp;Male and Female Infertility&nbsp;Assisting and supporting Artificial Reproductive Technology: IVF/ICSI/IUI&nbsp;Irregular Period, Period Pain: PCOS, Amenorrhea, Endometriosis, Cyst and Fibroid&nbsp;(Peri)Menopause symptoms&nbsp;Stress, Depression and Anxiety&nbsp;Post Natal Depression&nbsp;Pregnancy ProblemsWe are also successfully help:&nbsp;Pain and musculoskeletal problems: rheumatoid arthitits,&nbsp;Digestive issues: stomach pain, aid reflux, constipation, diarrhoea, IBS etc.&nbsp;Respiratory and immunity problems&nbsp;Common cold and flu symptoms&nbsp;Hyper/hypothyroidism&nbsp;Chronic Fatigue/Fibermyalgia&nbsp;Postoperative recovery&nbsp;Cancer support: chemotherapy and radiotherapy support&nbsp;Hair and scalp wellbeing&nbsp;Ear, Throat, Mouth and Eyes symptoms&nbsp;Quit smoking and Drug addictionPrivate Health Rebates available: We are registered with over 30 private health funds including Medibank, HBF,BUPA, HIF, NIB and more. HICAPS available, get your rebate straight away. no hassle with waiting and lodging your claim online. Free seminar for a wide range of health topics are available, express your interest when you visit us. Next to Bull Creek Medical Centre (GP), Bull Creek Dental Clinic, Bull Creek Perth Pathology and Physiotherapy Clinic.Services Offered:Chinese Medicine Consultation and herbalism&nbsp;Chinese Medicine Acupuncture&nbsp;Tongue and Pulse diagnosis&nbsp;Chinese Medicine Remedial massage therapy&nbsp;Chinese medicine Diet therapy&nbsp;Cupping and Srupping therapy&nbsp;Tai-Chi and Chi-Gong therapyAcupuncture Weight Loss ProgramCosmetic Acupuncture/ Chinese Medicine skin rejuvenation Program&nbsp;Surrounding Suburbs: Willeton, Canning Vale, Leeming, Kardinya, Myaree, Ardross, Riverton, Bibra Lake, O'Connor, Parkwood, Como, Jandakot, Cockburn, Thornlie.",60714,,,+61893329925,"Acupuncture, Chinese Medicine, Naturopathy",
,Practice,,,,,,,,,,,,,3002,VIC,,East Melbourne,"Suite 8 / Suite 8 / 228 Clarendon St, East Melbourne, VIC, 3002",false,false,the acupuncture IVF support clinic,,41603,,,+61390785759,Chinese Medicine,
,Practice,,,,,,,,,,,,,2095,NSW,,Manly,"3 / 3 / 37  Belgrave Street, Manly, NSW, 2095",false,false,The Wellbeing Centre of Traditional Chinese Medicine,,45533,,,+61299778789,Chinese Medicine,
,Practice,,,,,,,,,,,,,3205,VIC,,South Melbourne,"429 Clarendon St, South Melbourne, VIC, 3205",false,false,The Natural Clinic,,41590,,,+61396994225,Chinese Medicine,
,Practice,,,,,,,,,,,,,2092,NSW,,Seaforth,"3 / 3 / 559  Sydney Road, Seaforth, NSW, 2092",false,false,The Wellbeing Centre of Traditional Chinese Medicine - Seaforth,,45534,,,+61299778789,Chinese Medicine,
,Practice,,,,,,,,,,,,,2060,NSW,,North Sydney,"64 West Street, North Sydney, NSW, 2060",false,false,West Street Wellbeing,,41691,,,+61299227874,Chinese Medicine,
,Practice,,,,,,,,,,,,,2154,NSW,,Castle Hill,"McMullen Chambers / 20/10-12 Old Castle Hill Road, Castle Hill, NSW, 2154",false,false,The Hills Health Clinic,,66152,,,+61288720477,"Chinese Medicine, Acupuncture",
,Practice,,,,,,,,,,,,,3205,VIC,,South Melbourne,"Ground Floor / Ground Floor / 69 York Street, South Melbourne, VIC, 3205",false,false,Sustain Health | Acupuncture & Traditional Chinese Medicine," At Sustain Health we focus on patient-centered primary and specialist care to optimise health, prevent illness and treat acute and chronic conditions. We look at the cause of illness, and our highly qualified natural health practitioners work together to find the right remedy for you.&nbsp;Want to find out how Acupuncture and Chinese Medicine can improve your health and wellbeing? Are you suffering from musculoskeletal or emotional pain, hay-fever, depression or Thyroid issues? Is fertility an issue, do you need help conceiving? Have you hit a bump in the road struggling with Cancer, an Autoimmune disease or some other life changing acute condition? Frustrated and tired you have tried everything else to get to the bottom of your health issues you want more than just a quick fix solution...&nbsp;Our specialties include treatments for:&nbsp;AllergiesPain ManagementSpinal problemsFertility IssuesStress Management&nbsp;We identify approaches to building health that address the whole person and that meet your physical, emotional and spiritual needs. We also offer tailored programs to aid fertility and weight loss and to help people quit smoking.&nbsp;We enhance the body&rsquo;s natural healing ability with an emphasis on therapies like:&nbsp;AcupunctureChinese MedicineChiropractic&nbsp;No referral is required to access our services and we pride ourselves in providing a fast return to function so that you can get back to living your life as quickly as possible. This means no wasted time or money!&nbsp;With HICAPS claiming, you&rsquo;ll be able to receive private health insurance rebates on the spot. We support a range of health funds, including BUPA, CBHS, HBF, HCF, HIF, Medibank Private, and Mediplan. We also accept Veteran&rsquo;s Affairs Health Cards. Our practice fees are:&nbsp;&nbsp;Dr Scott Ling &nbsp;- AcupunctureInitial consultation (60 minutes) $170 Standard consultation (30 minutes) $115 Long Standard consultation (45 minutes) $145 &nbsp;Dr Evan Pritchard | Dr Jing Jing Yu - AcupunctureInitial consultation (60 minutes) $135 Standard consultation (30 minutes) $95 Long Standard Consultation (45 minutes) $ 120 &nbsp;&nbsp;Dr Scott Ling &nbsp;- Chinese MedicineInitial consultation (30 minutes) $120 Standard consultation (10 minutes) $65 Long Consultation (20 minutes) $95 &nbsp;Dr Evan Pritchard | Dr Jing Jing Yu - Chinese MedicineInitial consultation (30 minutes) $100 Standard consultation (10 minutes) $55 Long Consultation (20 minutes) $75 &nbsp;Sustain Health is conveniently located in York Street, between Clarendon and Moray Streets, in the heart of South Melbourne. We are ideal for residents of South Melbourne and surrounding suburbs including, Port Melbourne, Albert Park, Middle Park, South Wharf, Southbank, Melbourne CBD, St Kilda, South Yarra, Prahran and Docklands.&nbsp;We are close to public transport with Tram routes 12, 96 and 1 all within a short walk to our practice. Metered and free on-street car parking is available on York, Coventry, Dorcas and Cecil Streets. Undercover car parking is also available a short walk away at Aldi and Woolworths in Market Street. Please note that we are closed on public holidays.&nbsp;With our convenient online booking service, booking an appointment is easy and can be done at any time. Simply scroll to the top of the page and click on a suitable appointment time from the options shown to get started now.",42334,,,            ,"Acupuncture, Chinese Medicine",
,Practice,,,,,,,,,,,,,6160,WA,,Fremantle,"1 Point Street, Fremantle, WA, 6160",false,false,The Healing Point,,45406,,,+61894308867,Chinese Medicine,
,Practice,,,,,,,,,,,,,3754,VIC,,Mernda,"50  Schotters road, Mernda, VIC, 3754",false,false,Serenity Acupuncture & Wellness,"Serenity Acupuncture and Wellness is a wellness centre in Mernda, Victoria operated by Rachel Purcell.&nbsp;I am Rachel. I graduated from RMIT with a Bachelor of Applied Science from RMIT University in Chinese Medicine and Human Biology. In 2011 I had the opportunity to complete an internship at the Nanjing Jiangsu Provincial Hospital in China.&nbsp;I grew up with parents both in the health industry. My mum is a nurse working mostly in operating theatres, while my dad changed careers from being a medic in the Australian Army to becoming an acupuncturist and naturopath. This meant I grew up being treated by both allopathic and complementary therapy. When I finished high school, I chose to move to Melbourne to study Chinese Medicine.&nbsp;I enjoy treating a range of conditions, such as insomnia, irritable bowel syndrome, back and neck pain, arthritis, and have an interest in women&rsquo;s health (premenstrual tension, irregular periods, infertility, IVF support), auto-immune disorders such as fibromyalgia, and providing emotional support for those with anxiety and insomnia.&nbsp;My treatments aim at re-balancing the whole body, to give you an improved quality of life. To help regain this balance, I use a combination of Acupuncture, Chinese Herbal Medicine, Cupping, Gua Sha, Bowen Therapy, Moxibustion and Massage.&nbsp;Other health services available in the area include a general practitioner, pharmacy and dentist, and a little further out we have radiology and pathology services.&nbsp;As a private billing practice, we strive to provide the highest quality services for our patients. Practice fees include $85 for an initial consultation, $55 for a standard consultation, and if you are after more time we also offer standard 60 minute consultations for $75, and 90 minutes for $115.&nbsp;If traveling North on Plenty Road, turn right at the roundabout at the intersection of Plenty Road and Bridge Inn Road. Take the first left, then the clinic is located 450m on the right. There is parking available on site, and for those using public transport there is a bus stop nearby - Bridge Inn Rd/Schotters Road stop, then walk 350m. Our centre would be ideal for those in the areas of Doreen, South Morang, Wollert, Epping, Yarrambat, Plenty, Mill Park, Woodstock, Craigieburn, and Donnybrook.&nbsp;Booking an appointment is easy and can be done at any time using our convenient online booking service. Simply scroll to the top of the page and click on a suitable appointment time from the options displayed to get started now.",65921,,,+61397171200,Chinese Medicine,
,Practice,,,,,,,,,,,,,3073,VIC,,Reservoir,"757B Gilbert Road, Reservoir, VIC, 3073",false,false,Silk Tree Chinese Medicine,,69340,,,+61394783017,"Acupuncture, Chinese Medicine, Massage",
,Practice,,,,,,,,,,,,,3068,VIC,,Fitzroy North,"698 Nicholson Street, Fitzroy North, VIC, 3068",false,false,Sera Ma Chinese Medicine Practitioner,,42299,,,+61394868998,Chinese Medicine,
,Practice,,,,,,,,,,,,,3205,VIC,,South Melbourne,"195 Park Street, South Melbourne, VIC, 3205",false,false,Professor Zheng's Clinics of Chinese Medicine,"&nbsp;Dr Samuel Zheng's clinic uses authentically traditional methods like acupuncture, cupping, 7 star needling and Chinese massage therapies as well as high tech equipment like non needle acupuncture, ultra-infrared and magnetic therapies with high class facility, hygiene and comfort.&nbsp; &nbsp;Dr Zheng has had extensive degrees in medicine, He got his PhD in medicine in Japan. &nbsp;He has been practicing Chinese medicine since 1964.&nbsp; &nbsp;His specialities are Women's disorders ( infertility, endometriosis, dysmenorrhea, PMT, menopausal syndrome, fibroids), Inflammatory diseases (respiratory infection, asthma, gastritis, irritable bowel syndrome, colitis, dermatitis, arthritis, chronic injuries), Tumours and Cancers ( improve the quality of life and alleviate side effects from radio and chemo therapies )",56266,,,+61396823715,Chinese Medicine,
,Practice,,,,,,,,,,,,,6019,WA,,Scarborough,"47 Scarborough Beach Road, Scarborough, WA, 6019",false,false,Scarborough Traditional Acupuncture & Chinese Medicine,"The practitioners at Scarborough Acupuncture are qualified, passionate and committed to excellence of practice. The clinic fosters an environment where healing, awareness and education are supported on a physical, emotional and psychological level.Chinese Medicine and Acupuncture has been developed through thousands of years of observation of millions of people. This rich and ancient history has developed and nurtured a system of medicine that facilitates healing and assists clients to wellness and optimum levels of health, harmony and physical and emotional balance.Fees:Initial Consultation $90.00Subsequent Visits $70.00Herbal products $20.00 - $60.00 (dependent on formula)Note: The patent herbal products we use at Scarborough Traditional Acupuncture are produced to Australian TGA standards (Therapeutic Goods Administration). This ensures all products are produced to the highest standard from top quality ingredients.",47684,,,+61892451887,"Acupuncture, Chinese Medicine, Nutritional & Environmental Medicine",
,Practice,,,,,,,,,,,,,2000,NSW,,Sydney,"Dymocks Building / Level 7, Room 16a / Level 7, Room 16a / 428 George Street, Sydney, NSW, 2000",false,false,Sydney Acupunture & Massage,,45530,,,+61292218379,Chinese Medicine,
,Practice,,,,,,,,,,,,,6281,WA,,Dunsborough,"226 Naturaliste Terrace, Dunsborough, WA, 6281",false,false,Samudra,,45408,,,+61897799977,Chinese Medicine,
,Practice,,,,,,,,,,,,,3085,VIC,,Macleod,"4 Cascade Walk, Macleod, VIC, 3085",false,false,Rebalance Chinese Medicine,,67276,,,            ,"Chinese Medicine, Acupuncture, Massage",
,Practice,,,,,,,,,,,,,3205,VIC,,South Melbourne,"373 Clarendon Street, South Melbourne, VIC, 3205",false,false,Relative Therapies,,41592,,,+61396903337,Chinese Medicine,
,Practice,,,,,,,,,,,,,3065,VIC,,Fitzroy,"473 Brunswick Street, Fitzroy, VIC, 3065",false,false,Quiescence Chinese Medicine,,41516,,,+61394864756,Chinese Medicine,
